train_loss,train_y_loss,train_noise_loss,valid_loss,valid_y_loss,valid_noise_loss
259.45795459282107,2.6446579258616376,256.813294573528,250.48556213378907,1.0924814939498901,249.39307556152343
260.4658057980421,1.0052351922523686,259.4605716612281,241.88451232910157,0.7915659308433532,241.0929412841797
243.46965957269435,0.8065005351857442,242.6631599984518,236.3551452636719,0.7244386076927185,235.63070373535157
234.00419132883957,0.6853097095722105,233.31888115115282,227.3056396484375,0.6373357713222504,226.66830444335938
229.19865677996378,0.6109626293182373,228.5876944937357,217.68683166503905,0.5718749523162842,217.11495666503907
223.8089346536776,0.5636300778970486,223.24530513112137,218.79945068359376,0.5318608760833741,218.26759033203126
218.32625263493236,0.5573955592585773,217.76885614162538,213.39393920898436,0.5397107601165771,212.8542266845703
214.1589016798066,0.5603726360856033,213.59852935046683,207.66494750976562,0.48110523223876955,207.1838409423828
207.7566740454697,0.5792258730748805,207.1774474353325,203.59821166992188,0.5025757372379303,203.09563293457032
202.50838786799733,0.5618711630018746,201.9465168278392,195.4160949707031,0.44229683876037595,194.97379455566406
197.8136868360566,0.5752357527977083,197.23845207400439,192.87915954589843,0.44412803649902344,192.43503112792968
194.800179458246,0.5157464735391664,194.28443387659584,194.86208801269532,0.3959054172039032,194.4661834716797
192.11171815453505,0.4732209981941595,191.6384988180021,191.59931335449218,0.42097544074058535,191.17833862304687
6387659.896691672,0.4198111477421551,6387659.485068717,193.5298065185547,0.4305345594882965,193.09927062988282
192.26319401438644,0.47728521140610297,191.7859083966511,191.19617919921876,0.4511613428592682,190.74501953125
191.96388802877286,0.3792753510358857,191.5846122183451,190.25741271972657,0.37325961589813234,189.8841552734375
190.22215866461033,0.3352536991602037,189.88690557712462,191.58853454589843,0.3799584746360779,191.2085754394531
219.75720252060307,0.31514004309002946,219.44206200576411,188.10796508789062,0.3542163252830505,187.75374755859374
476255.05322228407,0.29983185922227257,476254.76410395926,191.7751922607422,0.3585444808006287,191.4166473388672
199.64610513826696,0.2941778556602757,199.35192722227515,187.7209259033203,0.32947378158569335,187.39145202636718
189.04992638564693,0.28223893228100566,188.76768716951696,189.76522521972657,0.3405018746852875,189.42472229003906
188.92451365401107,0.2859992646589512,188.6385129602944,189.4084930419922,0.3124155879020691,189.09607543945313
188.64027776950743,0.2834546173491129,188.3568230605707,186.73468933105468,0.3089567542076111,186.4257354736328
189.84476601205222,0.29391239038327843,189.55085419445504,188.49501953125,0.28614673018455505,188.20887451171876
186.71480020662634,0.308464155691426,186.4063352259194,188.59982604980468,0.3279119908809662,188.27191467285155
244.21424642423304,0.3586654463192312,243.85558300483518,185.1826965332031,0.28609853982925415,184.89659729003907
187.85916956459604,0.3487110097960728,187.5104582251572,184.27222900390626,0.32985103130340576,183.9423797607422
186.18524467654345,0.33908914356696895,185.84615493402248,187.70457153320314,0.28172644376754763,187.42284545898437
228.30021481397677,0.29272961979959067,228.00748536644912,186.9298309326172,0.30773173570632933,186.62209777832032
185.9445968255764,0.26780897996774533,185.6767890744093,185.21917114257812,0.27315298914909364,184.9460205078125
