train_loss,valid_loss
0.9964003272172881,0.7181087493896484
0.45028472382847856,0.29550729393959047
0.26045585478224403,0.2259986937046051
0.21503947493506642,0.18697061836719514
0.18965557980828168,0.16976271867752074
0.17829152941703796,0.1630751371383667
0.17164923614118158,0.15778060853481293
0.16768620181374433,0.15447641909122467
0.1652752193735867,0.15351718068122863
0.16222782324000104,0.1516651213169098
0.16074125250665153,0.15035638511180877
0.15887445502164887,0.1492196410894394
0.15816927719406965,0.1477083683013916
0.15745134797038102,0.14643487334251404
0.1562312025485969,0.14579756259918214
0.15495584141917346,0.1459287852048874
0.15344848447456594,0.14399040937423707
0.15306104356195868,0.14361397325992584
0.15276621481994304,0.1431660383939743
0.15087486076645734,0.14152873158454896
0.15022488283674892,0.14130624234676362
0.14867781702338195,0.14189842343330383
0.1475489021437924,0.141215518116951
0.1467791579482032,0.14148077368736267
0.14587642724921063,0.13934394121170043
0.1446861379393717,0.1388622760772705
0.14332227154475888,0.1363327443599701
0.14228285958127276,0.13690513968467713
0.14165008976692106,0.13725416958332062
0.14079846023786358,0.13555951416492462
0.14021992011041176,0.1336152195930481
0.1392116110499312,0.13573550581932067
0.13840849116081144,0.13313442170619966
0.13723785611914424,0.1336262658238411
0.13641579558209674,0.1317781016230583
0.1364689694672096,0.13377048671245576
0.13487354411584576,0.13310151696205139
0.13403996498119541,0.13308643102645873
0.13355127104171893,0.1310050070285797
0.13295306283526304,0.13200299441814423
0.13267330607263053,0.1328810676932335
0.13218056247001742,0.13233244866132737
0.13223137106837296,0.1297967791557312
0.13181131423973455,0.13112677484750748
0.1304932153079568,0.1309206962585449
0.13027341318566624,0.12912999838590622
0.12963906984503676,0.13057922720909118
0.1279098128036755,0.1307449921965599
0.12664103289929832,0.12981403917074202
0.1273594360526015,0.13054696768522261
0.12594873712557117,0.13137989938259126
0.12542507851996074,0.13173742294311525
0.1251831854262003,0.1299602523446083
0.12499320743287481,0.12883960008621215
0.12409979486610831,0.129265433549881
0.12371118584784066,0.1314877986907959
0.12405618788992487,0.12886576652526854
0.12362061549977559,0.1315308541059494
0.1233011882116155,0.1297420471906662
0.12226017092059298,0.13046990633010863
0.124436456074075,0.13334144055843353
0.12501001049105714,0.13349023461341858
0.12573132663965225,0.13172921538352966
0.12496308237314224,0.12879720330238342
0.12367115060730678,0.12851359248161315
0.1235004665284622,0.12886951267719268
0.12230477191326095,0.13273778706789016
0.12094032855295553,0.13234845846891402
0.11972564804117854,0.13148211240768432
0.11810598249842481,0.12892517894506456
0.11673037671461338,0.13130951076745986
0.11727772471381397,0.1292006939649582
0.1165815401004582,0.12966156750917435
0.11606786272874693,0.1345176264643669
0.11600979490251076,0.13326442390680313
0.11731936637221313,0.13323860764503478
0.11575741411709203,0.13329311162233354
0.11597121270691477,0.13563680052757263
0.1164351621779,0.1336584746837616
0.11574573524114562,0.13743156492710112
0.1159021011212977,0.14056766033172607
0.114630813278803,0.13671983182430267
0.11548803946593912,0.13602231591939926
0.11472707459839379,0.13553713858127595
0.11449288922112162,0.13680815398693086
0.11312271491056536,0.13123072385787965
0.11326684384811216,0.13431472480297088
0.11263802647590637,0.13237016797065734
0.11051737989594297,0.1313577264547348
0.1110960330541541,0.13286423087120056
0.11132452055448439,0.13422386944293976
0.11140873773795802,0.13478036522865294
0.11031281057654357,0.13578842282295228
0.11089135452014644,0.1341512531042099
0.10995286230633898,0.13282378017902374
0.10925435638282358,0.13188290894031524
0.10892925956627218,0.13642732799053192
0.10911671181277531,0.1334635555744171
0.10993704835816127,0.13685127198696137
0.11101765058389525,0.13960284292697905
0.11143122359019954,0.13591845631599425
0.11080747497517889,0.13617950677871704
0.11001188271656269,0.1339422807097435
0.10871401247454852,0.1329118862748146
0.10795628424824738,0.13059303909540176
0.10792337212620712,0.1367136150598526
0.10900833566741246,0.13765392303466797
0.10837347242163449,0.13543747067451478
0.10890781170711285,0.13365667015314103
0.10645873699246383,0.1347600981593132
0.10648199516098673,0.13413384407758713
0.10531435488927655,0.13778171837329864
0.10610622294792314,0.1366279363632202
0.10511049173954057,0.13471595644950868
0.10611543331931277,0.13318354189395903
0.10716773823993962,0.13034156411886216
0.10860896782904136,0.12920019030570984
0.10988905026418407,0.12887368053197862
0.109610494317078,0.12876853495836257
0.11073382780319307,0.12985006272792815
0.11122852200415076,0.1332812637090683
0.10879826000550898,0.1311752289533615
0.10718667779753847,0.13067644238471984
0.10662252292400454,0.12998137325048448
0.10636821807157702,0.1314242273569107
0.10547082017107708,0.13164909482002257
0.10535578320666057,0.13300983607769012
0.10374672347452582,0.13048013001680375
0.10253285925562788,0.12801827490329742
0.10234348312383745,0.1316114455461502
0.10190453416690594,0.13218210488557816
0.10184699206090556,0.1308748245239258
0.10270851450722392,0.13093278855085372
0.10145985135217993,0.1310713917016983
0.10300279644931234,0.1283569648861885
0.10156805377180983,0.129831525683403
0.10082910991296536,0.12833928167819977
0.10229297999928637,0.13105195462703706
0.1033926991427817,0.13385735750198363
0.10306991564064491,0.12974356710910798
0.10274743688542669,0.13428879678249359
0.10358167330666286,0.1346942514181137
0.10459427717255383,0.13461485058069228
0.10219819916457665,0.13409612327814102
0.10244551173797468,0.1367524355649948
0.10289718646828722,0.13602978885173797
0.1036371350651834,0.14376643002033235
0.10699563637012388,0.1487133115530014
0.11104299491498529,0.1459306925535202
0.11121084286672313,0.13698496520519257
0.11040025277108681,0.13883416652679442
0.10858542344919066,0.13951669931411742
0.10602637907353843,0.13933276236057282
0.10466415562280794,0.13721365630626678
0.10171607591030074,0.1335650861263275
0.10186378112653406,0.13600749969482423
0.10085059193576254,0.13304330110549928
0.10025641631062437,0.13493283987045288
0.10104484837956546,0.1319011777639389
0.10166988685363676,0.13144369721412658
0.09959665831269288,0.13264818489551544
0.10007620130370302,0.13028066754341125
0.09915905900117827,0.13010361194610595
0.09942281155324564,0.12798480689525604
0.09786174718926592,0.12727546095848083
0.09657666087150574,0.1287008583545685
0.09462767984808945,0.1293647661805153
0.09322462249092939,0.12820263653993608
0.09281845263591627,0.1269671216607094
0.0919064932116648,0.12910304367542266
0.09189988527356124,0.12851087152957916
0.09099101002623396,0.1306837871670723
0.0910507033510906,0.12816772758960723
0.09091284325936945,0.12949923425912857
0.08996742345937868,0.13013514429330825
0.09092849129583777,0.13068162351846696
0.08941063502939736,0.13047167360782624
0.08824186154255052,0.12889863103628157
0.08741644024848938,0.12849802076816558
0.08793262991963363,0.130340676009655
0.08795292893560921,0.13042744845151902
0.08688502395298422,0.1310647949576378
0.08725619152551745,0.13037396222352982
0.08615412017921122,0.12903944849967958
0.0859873611025694,0.12996563613414763
0.08594398182339785,0.12996351718902588
0.08632405029564369,0.12698010504245758
0.08602711049521841,0.12920768558979034
0.08608690394860942,0.13068334013223648
0.08686800773550825,0.1323711484670639
0.08588048506800722,0.13370997905731202
0.08500583724277776,0.13036363422870637
0.08524367231421354,0.1329864129424095
0.08558329630915712,0.13125957697629928
0.08519360968252508,0.12927643358707427
0.08530659337596196,0.13377681374549866
0.0845217335878349,0.13250272572040558
0.08526836753618426,0.13003782331943511
0.08491352854705439,0.1288881167769432
0.08514244182080757,0.1311271831393242
0.08619519177733398,0.13135442435741423
0.08556494316676767,0.1310422122478485
0.08727495008852423,0.13110244870185853
0.08723845151139469,0.1289870947599411
0.0876950121870855,0.13004276901483536
0.08824785199107194,0.13369911313056945
0.08861340473337871,0.13370420783758163
0.08919423382456709,0.1307970717549324
0.08643439230395526,0.13166579008102416
0.08497111390276653,0.1309060975909233
0.08453462709014009,0.13341693580150604
0.08549204323349929,0.13514997959136962
0.08323622894723241,0.13558450490236282
0.08352805365149568,0.13388782739639282
0.0832667178133639,0.13542407751083374
0.0828498958087549,0.1326757103204727
0.08267526419424429,0.13385026454925536
0.08182669939791284,0.1311078891158104
0.08271927968031023,0.13455481231212615
0.0851897021255842,0.13115355372428894
0.08192070973355596,0.13333078920841218
0.08264596705756537,0.13158421516418456
0.08110666347713005,0.13022921979427338
0.08167940650771303,0.13010459989309311
0.08061227402309092,0.13185013830661774
0.08064538394895995,0.13128621578216554
0.07949665724867727,0.12990134656429292
0.07891940734371906,0.13032415509223938
0.0776410006531855,0.1303716406226158
0.07793250461904014,0.12832565009593963
0.07892912317339967,0.13157503604888915
0.07822767327108034,0.13198474049568176
0.07850685833794314,0.1312335580587387
0.07793398928351519,0.13143148720264436
0.07735712717219097,0.13232476115226746
0.07753565716670781,0.13104194402694702
0.077741319268215,0.13106446862220764
0.07854073358381666,0.13155955374240874
0.07632981622364463,0.13191700577735901
0.07805672015358762,0.1336241900920868
0.07907001792294223,0.13496529459953308
0.07929013106154233,0.13490153551101686
0.07922395591328783,0.13379946053028108
0.07804226966165914,0.13714549243450164
0.07761652958465785,0.1342473804950714
0.07763856031545778,0.13455193638801574
0.07845593271095579,0.13755148649215698
0.07963301286828227,0.13294463455677033
0.0778629505416242,0.13671029210090638
0.07809971908970577,0.13900238871574402
0.07737546841182359,0.14114629924297334
0.0786819573400951,0.13946541547775268
0.07921806159542828,0.1396488666534424
0.08024512740170084,0.14180566966533661
0.07978693096012604,0.14575645327568054
0.07957901914672154,0.14627073109149932
0.08004548864030256,0.14692342877388
0.08288813209751757,0.14709328413009642
0.08252352621497178,0.1511275053024292
0.0882615797766825,0.1475645512342453
0.09337877336798645,0.1438908338546753
