train_loss,train_y_loss,train_noise_loss,valid_loss,valid_y_loss,valid_noise_loss
264.34325539193503,6.088519893041471,258.25473431843085,251.3075744628906,1.8916027545928955,249.4159729003906
246.71366510158632,1.8598816191277854,244.85378283989138,233.3804473876953,1.0275272130966187,232.35292053222656
232.55886096489138,1.1495171683590586,231.409344556855,220.03482360839843,0.710125470161438,219.32469787597657
220.12592371498667,0.8934842856918893,219.23243899461698,211.82984008789063,0.6974667191505433,211.132373046875
212.6958145513767,0.7512270633767291,211.94458714927114,203.9338165283203,0.5465745389461517,203.38724060058593
207.0630001905488,0.7704404527094306,206.29255899568884,200.12723083496093,0.6320976972579956,199.49512939453126
208.86874203565645,0.9250895482737843,207.94365264148246,198.04427490234374,0.4922528207302094,197.5520233154297
198.1478494783727,1.163982241618924,196.98386811047067,193.49461059570314,0.5962067604064941,192.89840393066407
196.6912726425543,0.7398566618198301,195.95141452696265,194.43758239746094,0.42376304268836973,194.013818359375
193.54859738233614,0.5505012353745903,192.99809637302306,192.02377014160157,0.46402093172073366,191.55975036621095
191.54359175519247,0.4383517372898939,191.1052394959985,189.3826904296875,0.40512791872024534,188.9775634765625
191.66987647079839,0.4017270120178781,191.26815014350706,188.33905944824218,0.4130751669406891,187.9259826660156
189.29454784858518,0.3715766653781984,188.9229706554878,185.22905578613282,0.3773159384727478,184.85173950195312
189.3621989924733,0.35705544018163915,189.00514295624524,187.06870727539064,0.39844063520431516,186.67026977539064
187.93224390541636,0.34161056614503627,187.59063385754098,188.63602600097656,0.3643723249435425,188.2716522216797
185.56607204530297,0.3307895616787236,185.23528233970083,183.4918243408203,0.37957011461257933,183.11224975585938
185.14793023830507,0.32424499530617784,184.82368394805164,183.37008361816407,0.34874239563941956,183.0213409423828
184.20353326564882,0.32699069598825964,183.87654262635766,183.06435852050782,0.38144872784614564,182.68291320800782
183.76132648747142,0.33123332007629114,183.43009316048972,182.87323608398438,0.34152400493621826,182.5317138671875
183.05098482457603,0.3389414359883564,182.71204357612424,180.61267700195313,0.37192360758781434,180.24075012207032
182.6887400557355,0.3653293480960334,182.32341077851086,181.9007141113281,0.3223534286022186,181.57836303710937
182.54793753275058,0.4144592830320684,182.13347830423496,184.62816772460937,0.3733902335166931,184.25477905273436
180.69528905356802,0.5028248403857394,180.19246394459793,177.737841796875,0.32348586320877076,177.41435546875
181.1941144989758,0.5925176986833898,180.60159711139957,177.77147827148437,0.39016042947769164,177.38132019042968
180.18228558796207,0.6845086151506843,179.49777779928067,181.5050079345703,0.3250656008720398,181.17994079589843
179.64079954566026,0.6892882054898797,178.95151166218082,177.1785461425781,0.3741822063922882,176.8043670654297
179.10213935665968,0.6463226319813147,178.45581724585557,177.6643524169922,0.2974135220050812,177.36693420410157
180.49247332317074,0.5072990790372942,179.985175900343,176.4205078125,0.3191984951496124,176.10130615234374
177.38393532357566,0.39496288902875853,176.98897310582603,176.12481994628905,0.26406851708889006,175.86075439453126
177.9002175680021,0.3147332871832499,177.58548383014957,175.9132507324219,0.28806738257408143,175.62518310546875
176.82337505061452,0.2818180809660656,176.5415578702601,175.49093017578124,0.2590418606996536,175.2318878173828
176.7500431712081,0.26043112394286366,176.48961174197314,177.00325927734374,0.26886720955371857,176.73439331054686
176.16861259646532,0.24444364956239376,175.9241690286776,174.18279113769532,0.2503994584083557,173.93239135742186
175.1878777480707,0.23343732516940047,174.95444060534965,178.0803649902344,0.2569181680679321,177.82344970703124
174.96067623975802,0.23134019098630765,174.72933662228468,174.73692932128907,0.24930850565433502,174.4876220703125
175.02456218440358,0.22633330160524787,174.7982293105707,173.3376495361328,0.25570287704467776,173.08194885253906
184.48549559058213,0.2511783580227596,184.23431657000285,183.8597869873047,0.241282919049263,183.618505859375
537.2978474686786,0.2344689321954076,537.0633790551162,208.19564208984374,0.26029644906520844,207.9353485107422
212.20032222096512,0.23945342912906553,211.9608693936976,178.73128967285157,0.28716586232185365,178.44411926269532
178.36330023044493,0.24262838501755785,178.12067245855565,176.73866577148436,0.26489437520504,176.47377014160156
177.60911187893007,0.21546843248169598,177.39364512373763,177.58534240722656,0.25469626784324645,177.3306457519531
175.92135731766862,0.22134442591085668,175.70001257919682,1193.5176483154296,0.24751727879047394,1193.2701629638673
175.82797799459317,0.21600417647419906,175.61197494879002,175.45567016601564,0.24092645049095154,175.21474609375
184.31339208091177,0.231196700436313,184.08219463069264,208.55825500488282,0.23918214142322541,208.3190704345703
175.1062919802782,0.2168180004852574,174.88947314750857,176.4620147705078,0.2374386340379715,176.22457580566407
175.272574448004,0.22608479203247442,175.04649055294874,174.84978637695312,0.24039970338344574,174.60938720703126
174.52453129465988,0.21241243256301415,174.3121200189358,175.60146484375,0.22866942584514618,175.37279052734374
175.80775042278012,0.22277320085502253,175.5849773127858,175.90569763183595,0.22884940803050996,175.67684936523438
174.5285584984756,0.21157541180529246,174.31698459532203,174.67294311523438,0.22719357609748841,174.445751953125
175.07404420433974,0.22023938378182853,174.8538055419922,180.7462371826172,0.2273435115814209,180.51889343261718
175.3652656369093,0.20875080184238712,175.15651460973228,180.39398498535155,0.22255854308605194,180.17142639160156
174.20806289300685,0.2202527188673252,173.98781083269816,174.21755676269532,0.21850731670856477,173.9990478515625
173.4579568258146,0.20821624012981974,173.2497394840892,175.49463500976563,0.21811012625694276,175.27652282714843
173.56051449659395,0.2161645060632287,173.34434918659488,174.9073944091797,0.21075474619865417,174.69664001464844
173.64833441013243,0.20513137666190542,173.44320232112233,175.41747131347657,0.2110009640455246,175.20647277832032
173.2982088414634,0.21877016399691745,173.0794391166873,175.96304321289062,0.21055470407009125,175.7524841308594
173.87317899378334,0.207519003167385,173.66565946253334,174.10927124023436,0.21204099357128142,173.89723205566406
183.52861730063833,0.21479804577623926,183.31381969917112,174.9405090332031,0.20682214498519896,174.7336853027344
173.90889684165396,0.20402176133016262,173.70487566692074,176.31853332519532,0.20796846449375153,176.11056518554688
173.67456240770292,0.21810092177332902,173.45646258098324,176.9591857910156,0.20638911426067352,176.75279541015624
173.7707433933165,0.20627869047769687,173.5644646621332,174.5700439453125,0.20313665866851807,174.36690979003907
174.3645559171351,0.22230976910852804,174.1422457811309,171.7779541015625,0.20080538988113403,171.5771484375
173.71445855861757,0.2121463756008846,173.50231226479136,172.88918762207032,0.19947963953018188,172.68970642089843
172.75804435916064,0.23162391781806946,172.52642040717893,172.4907958984375,0.20316373109817504,172.28763122558593
173.84317202684355,0.21465433261743405,173.62851882562404,173.51365966796874,0.19913031458854674,173.3145324707031
172.34708981397677,0.22979509648753377,172.11729393935786,175.05333251953124,0.19941464364528655,174.85391845703126
173.54256643900058,0.21357055135616443,173.32899661180448,174.45267028808593,0.19201217889785765,174.26065673828126
173.50119465153392,0.22056995441273944,173.28062550614518,174.55390014648438,0.19049704372882842,174.3634033203125
172.77173074861852,0.20243689617732677,172.56929462711986,175.18934020996093,0.19097197949886321,174.9983703613281
173.54757727646245,0.2056038350593753,173.34197365365378,171.39188537597656,0.19035661220550537,171.20153198242187
172.82205423494665,0.19119623357929835,172.63085714200648,172.8129089355469,0.18962485194206238,172.6232879638672
173.21818207531442,0.20168286670998828,173.0164992169636,173.26241455078124,0.18725231289863586,173.07516174316407
171.07857755335365,0.18727085176037578,170.8913064351896,174.16278381347655,0.188056343793869,173.9747283935547
